"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Cabin","Embarked","prediction_mod","correct_prediction","prediction_mod_tuned","correct_prediction_tuned"
"771","0","3","male",24,0,0,9.5,"0","S","0","correct","0","correct"
"772","0","3","male",48,0,0,7.85,"0","S","0","correct","0","correct"
"773","0","2","female",57,0,0,10.5,"1","S","1","incorrect","1","incorrect"
"774","0","3","male",31.83,0,0,7.22,"0","C","0","correct","0","correct"
"775","1","2","female",54,1,3,23,"0","S","1","correct","1","correct"
"776","0","3","male",18,0,0,7.75,"0","S","0","correct","0","correct"
"777","0","3","male",40.66,0,0,7.75,"1","Q","0","correct","0","correct"
"778","1","3","female",5,0,0,12.47,"0","S","1","correct","1","correct"
"779","0","3","male",36.23,0,0,7.74,"0","Q","0","correct","0","correct"
"780","1","1","female",43,0,1,211.34,"1","S","1","correct","1","correct"
"781","1","3","female",13,0,0,7.23,"0","C","1","correct","1","correct"
"782","1","1","female",17,1,0,57,"1","S","1","correct","1","correct"
"783","0","1","male",29,0,0,30,"1","S","0","correct","1","incorrect"
"784","0","3","male",39.07,1,2,23.45,"0","S","0","correct","0","correct"
"785","0","3","male",25,0,0,7.05,"0","S","0","correct","0","correct"
"786","0","3","male",25,0,0,7.25,"0","S","0","correct","0","correct"
"787","1","3","female",18,0,0,7.5,"0","S","1","correct","1","correct"
"788","0","3","male",8,4,1,29.12,"0","Q","0","correct","0","correct"
"789","1","3","male",1,1,2,20.58,"0","S","0","incorrect","0","incorrect"
"790","0","1","male",46,0,0,79.2,"1","C","0","correct","1","incorrect"
"791","0","3","male",30.66,0,0,7.75,"0","Q","0","correct","0","correct"
"792","0","2","male",16,0,0,26,"0","S","0","correct","0","correct"
"793","0","3","female",55.31,8,2,69.55,"0","S","0","correct","0","correct"
"794","0","1","male",4.64,0,0,30.7,"0","C","1","incorrect","1","incorrect"
"795","0","3","male",25,0,0,7.9,"0","S","0","correct","0","correct"
"796","0","2","male",39,0,0,13,"0","S","0","correct","0","correct"
"797","1","1","female",49,0,0,25.93,"1","S","1","correct","1","correct"
"798","1","3","female",31,0,0,8.68,"0","S","1","correct","1","correct"
"799","0","3","male",30,0,0,7.23,"0","C","0","correct","0","correct"
"800","0","3","female",30,1,1,24.15,"0","S","1","incorrect","1","incorrect"
"801","0","2","male",34,0,0,13,"0","S","0","correct","0","correct"
"802","1","2","female",31,1,1,26.25,"0","S","1","correct","1","correct"
"803","1","1","male",11,1,2,120,"1","S","1","correct","1","correct"
"804","1","3","male",0.42,0,1,8.52,"0","C","0","incorrect","0","incorrect"
"805","1","3","male",27,0,0,6.97,"0","S","0","incorrect","0","incorrect"
"806","0","3","male",31,0,0,7.78,"0","S","0","correct","0","correct"
"807","0","1","male",39,0,0,0,"1","S","0","correct","0","correct"
"808","0","3","female",18,0,0,7.78,"0","S","1","incorrect","1","incorrect"
"809","0","2","male",39,0,0,13,"0","S","0","correct","0","correct"
"810","1","1","female",33,1,0,53.1,"1","S","1","correct","1","correct"
"811","0","3","male",26,0,0,7.89,"0","S","0","correct","0","correct"
"812","0","3","male",39,0,0,24.15,"0","S","0","correct","0","correct"
"813","0","2","male",35,0,0,10.5,"0","S","0","correct","0","correct"
"814","0","3","female",6,4,2,31.27,"0","S","0","correct","1","incorrect"
"815","0","3","male",30.5,0,0,8.05,"0","S","0","correct","0","correct"
"816","0","1","male",38.13,0,0,0,"1","S","0","correct","0","correct"
"817","0","3","female",23,0,0,7.92,"0","S","1","incorrect","1","incorrect"
"818","0","2","male",31,1,1,37,"0","C","0","correct","0","correct"
"819","0","3","male",43,0,0,6.45,"0","S","0","correct","0","correct"
"820","0","3","male",10,3,2,27.9,"0","S","0","correct","0","correct"
"821","1","1","female",52,1,1,93.5,"1","S","1","correct","1","correct"
"822","1","3","male",27,0,0,8.66,"0","S","0","incorrect","0","incorrect"
"823","0","1","male",38,0,0,0,"0","S","0","correct","0","correct"
"824","1","3","female",27,0,1,12.47,"1","S","1","correct","1","correct"
"825","0","3","male",2,4,1,39.69,"0","S","0","correct","0","correct"
"826","0","3","male",18.98,0,0,6.95,"0","Q","0","correct","0","correct"
"827","0","3","male",45.84,0,0,56.5,"0","S","0","correct","0","correct"
"828","1","2","male",1,0,2,37,"0","C","1","correct","1","correct"
"829","1","3","male",46.19,0,0,7.75,"0","Q","0","incorrect","0","incorrect"
"830","1","1","female",62,0,0,80,"1","S","1","correct","1","correct"
"831","1","3","female",15,1,0,14.45,"0","C","1","correct","1","correct"
"832","1","2","male",0.83,1,1,18.75,"0","S","0","incorrect","0","incorrect"
"833","0","3","male",28.27,0,0,7.23,"0","C","0","correct","0","correct"
"834","0","3","male",23,0,0,7.85,"0","S","0","correct","0","correct"
"835","0","3","male",18,0,0,8.3,"0","S","0","correct","0","correct"
"836","1","1","female",39,1,1,83.16,"1","C","1","correct","1","correct"
"837","0","3","male",21,0,0,8.66,"0","S","0","correct","0","correct"
"838","0","3","male",43.76,0,0,8.05,"0","S","0","correct","0","correct"
"839","1","3","male",32,0,0,56.5,"0","S","0","incorrect","0","incorrect"
"840","1","1","male",34.25,0,0,29.7,"1","C","1","correct","1","correct"
"841","0","3","male",20,0,0,7.92,"0","S","0","correct","0","correct"
"842","0","2","male",16,0,0,10.5,"0","S","0","correct","0","correct"
"843","1","1","female",30,0,0,31,"0","C","1","correct","1","correct"
"844","0","3","male",34.5,0,0,6.44,"0","C","0","correct","0","correct"
"845","0","3","male",17,0,0,8.66,"0","S","0","correct","0","correct"
"846","0","3","male",42,0,0,7.55,"0","S","0","correct","0","correct"
"847","0","3","male",53.44,8,2,69.55,"0","S","0","correct","0","correct"
"848","0","3","male",35,0,0,7.9,"0","C","0","correct","0","correct"
"849","0","2","male",28,0,1,33,"0","S","0","correct","0","correct"
"850","1","1","female",28.94,1,0,89.1,"1","C","1","correct","1","correct"
"851","0","3","male",4,4,2,31.27,"0","S","0","correct","0","correct"
"852","0","3","male",74,0,0,7.78,"0","S","0","correct","0","correct"
"853","0","3","female",9,1,1,15.25,"0","C","1","incorrect","1","incorrect"
"854","1","1","female",16,0,1,39.4,"1","S","1","correct","1","correct"
"855","0","2","female",44,1,0,26,"0","S","1","incorrect","1","incorrect"
"856","1","3","female",18,0,1,9.35,"0","S","1","correct","1","correct"
"857","1","1","female",45,1,1,164.87,"0","S","1","correct","1","correct"
"858","1","1","male",51,0,0,26.55,"1","S","0","incorrect","0","incorrect"
"859","1","3","female",24,0,3,19.26,"0","C","1","correct","1","correct"
"860","0","3","male",63.03,0,0,7.23,"0","C","0","correct","0","correct"
"861","0","3","male",41,2,0,14.11,"0","S","0","correct","0","correct"
"862","0","2","male",21,1,0,11.5,"0","S","0","correct","0","correct"
"863","1","1","female",48,0,0,25.93,"1","S","1","correct","1","correct"
"864","0","3","female",49.42,8,2,69.55,"0","S","0","correct","0","correct"
"865","0","2","male",24,0,0,13,"0","S","0","correct","0","correct"
"866","1","2","female",42,0,0,13,"0","S","1","correct","1","correct"
"867","1","2","female",27,1,0,13.86,"0","C","1","correct","1","correct"
"868","0","1","male",31,0,0,50.5,"1","S","0","correct","1","incorrect"
"869","0","3","male",35.48,0,0,9.5,"0","S","0","correct","0","correct"
"870","1","3","male",4,1,1,11.13,"0","S","0","incorrect","0","incorrect"
"871","0","3","male",26,0,0,7.9,"0","S","0","correct","0","correct"
"872","1","1","female",47,1,1,52.55,"1","S","1","correct","1","correct"
"873","0","1","male",33,0,0,5,"1","S","0","correct","1","incorrect"
"874","0","3","male",47,0,0,9,"0","S","0","correct","0","correct"
"875","1","2","female",28,1,0,24,"0","C","1","correct","1","correct"
"876","1","3","female",15,0,0,7.22,"0","C","1","correct","1","correct"
"877","0","3","male",20,0,0,9.85,"0","S","0","correct","0","correct"
"878","0","3","male",19,0,0,7.9,"0","S","0","correct","0","correct"
"879","0","3","male",20.91,0,0,7.9,"0","S","0","correct","0","correct"
"880","1","1","female",56,0,1,83.16,"1","C","1","correct","1","correct"
"881","1","2","female",25,0,1,26,"0","S","1","correct","1","correct"
"882","0","3","male",33,0,0,7.9,"0","S","0","correct","0","correct"
"883","0","3","female",22,0,0,10.52,"0","S","1","incorrect","1","incorrect"
"884","0","2","male",28,0,0,10.5,"0","S","0","correct","0","correct"
"885","0","3","male",25,0,0,7.05,"0","S","0","correct","0","correct"
"886","0","3","female",39,0,5,29.12,"0","Q","1","incorrect","1","incorrect"
"887","0","2","male",27,0,0,13,"0","S","0","correct","0","correct"
"888","1","1","female",19,0,0,30,"1","S","1","correct","1","correct"
"889","0","3","female",14.34,1,2,23.45,"0","S","1","incorrect","1","incorrect"
"890","1","1","male",26,0,0,30,"1","C","1","correct","1","correct"
"891","0","3","male",32,0,0,7.75,"0","Q","0","correct","0","correct"
